row_id,language,part,unit,unit_title,source_markdown,line,figure_number,caption,image_alt_in_markdown,image_file,image_exists,image_dimensions,image_format,alt_text,long_description,decorative,review_status,reviewer,notes,zh_reference_caption,zh_reference_alt_text
ALT-0096,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,117,36-1,Figure 36-1: Compliance review shifts from pre-launch review into requirements analysis and architecture design,Figure 36-1: Compliance shift-left and governance coordination architecture,docs/images/part11/图36_1_合规左移与治理协同架构图.svg,yes,1400x763,svg,Compliance review shifts from pre-launch review into requirements analysis and architecture design.,"Review against the figure and surrounding text in Chapter 36: Data Compliance Framework and Governance; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图36-1：合规左移策略 —— 展示合规审查如何从上线前置到需求分析与架构设计阶段,图36-1：合规左移与治理协同架构图
ALT-0097,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,237,36-2,"Figure 36-2: Risk matrix formed by data level, purpose, and processing action","Figure 36-2: Risk matrix formed by data level, purpose, and processing action",docs/images/part11/图36_4_数据分级用途和处理动作构成的风险矩阵图.svg,yes,1600x900,svg,"Risk matrix formed by data level, purpose, and processing action.","Review against the figure and surrounding text in Chapter 36: Data Compliance Framework and Governance; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图36-2：数据分级、用途和处理动作构成的风险矩阵图,图36-2：数据分级、用途和处理动作构成的风险矩阵图
ALT-0098,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,440,36-3,Figure 36-3: Compliance gate flow from data onboarding to model training,Figure 36-3: Compliance gate flow from data onboarding to model training,docs/images/part11/图36_5_从数据接入到模型训练的合规门禁流程图.svg,yes,1600x900,svg,Compliance gate flow from data onboarding to model training.,,no,Draft,,,图36-3：从数据接入到模型训练的合规门禁流程图,图36-3：从数据接入到模型训练的合规门禁流程图
ALT-0099,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,455,36-4,Figure 36-4: Privacy specification and policy generation flow,Figure 36-4: Privacy specification and policy generation flow,docs/images/part11/图36_3_P09隐私规格与策略生成流程图.svg,yes,1400x786,svg,Privacy specification and policy generation flow.,,no,Draft,,,图36-4：隐私规格与策略生成流程图,图36-4：隐私规格与策略生成流程图
ALT-0100,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,470,36-5,Figure 36-5: Data compliance lifecycle from business initiation to automated blocking and audit,Figure 36-5: Engineering approval flow for DPIA and RoPA,docs/images/part11/图36_2_DPIA与RoPA工程化审批流.svg,yes,1600x900,svg,Data compliance lifecycle from business initiation to automated blocking and audit.,,no,Draft,,,图36-5：数据合规生命周期 —— 从业务立项到下线的自动化拦截与审计流程,图36-5：DPIA与RoPA工程化审批流
ALT-0101,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,514,36-6,"Figure 36-6: Closed loop of audit logs, alerts, incident response, and postmortem review","Figure 36-6: Closed loop of audit logs, alerts, incident response, and postmortem review",docs/images/part11/图36_6_审计日志告警事件响应与复盘闭环图.svg,yes,1600x900,svg,"Closed loop of audit logs, alerts, incident response, and postmortem review.",,no,Draft,,,图36-6：审计日志、告警、事件响应与复盘闭环图,图36-6：审计日志、告警、事件响应与复盘闭环图
ALT-0102,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,585,36-7,Figure 36-7: Boundary gateway for third-party APIs and large-model calls,Figure 36-7: Boundary gateway for third-party APIs and large-model calls,docs/images/part11/图36_7_第三方API与大模型调用边界网关图.svg,yes,1400x763,svg,Boundary gateway for third-party APIs and large-model calls.,,no,Draft,,,图36-7：第三方 API / 大模型调用边界网关图,图36-7：第三方 API / 大模型调用边界网关图
ALT-0103,en,Part 11: Privacy Compliance and Data Security,Ch36,Chapter 36: Data Compliance Framework and Governance,docs/en/part11/ch36_compliance_framework_and_governance.md,705,36-8,Figure 36-8: Full-path propagation and cleanup for user deletion requests,Figure 36-8: Full-path propagation and cleanup for user deletion requests,docs/images/part11/图36_8_用户删除请求的全链路传播与清理示意图.svg,yes,1800x1050,svg,Full-path propagation and cleanup for user deletion requests.,,no,Draft,,,图36-8：用户删除请求的全链路传播与清理示意图,图36-8：用户删除请求的全链路传播与清理示意图
ALT-0104,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,45,37-1,Figure 37-1: Privacy and compliance conflict in cross-institutional medical data collaboration,Figure 37-1: Privacy and compliance conflict in cross-institutional medical data collaboration,docs/images/part11/图37_1_跨机构医疗数据协作中的隐私与合规冲突示意图.svg,yes,1400x780,svg,Privacy and compliance conflict in cross-institutional medical data collaboration.,,no,Draft,,,图37-1：跨机构医疗数据协作中的隐私与合规冲突示意图,图37-1：跨机构医疗数据协作中的隐私与合规冲突示意图
ALT-0105,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,74,37-2,Figure 37-2: Structural tension between data utility and privacy protection,Figure 37-2: Structural tension between data utility and privacy protection,docs/images/part11/图37_2_数据可用性与隐私保护的结构性矛盾示意图.svg,yes,1400x760,svg,Structural tension between data utility and privacy protection.,,no,Draft,,,图37-2：数据可用性与隐私保护的结构性矛盾示意图,图37-2：数据可用性与隐私保护的结构性矛盾示意图
ALT-0106,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,89,37-3,Figure 37-3: Governance focus moves from data security to training security,Figure 37-3: Governance focus moves from data security to training security,docs/images/part11/图37_3_从数据安全到训练安全的治理重心迁移图.svg,yes,1400x780,svg,Governance focus moves from data security to training security.,,no,Draft,,,图37-3：从数据安全到训练安全的治理重心迁移图,图37-3：从数据安全到训练安全的治理重心迁移图
ALT-0107,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,98,37-4,Figure 37-4: Landscape matrix of privacy-enhancing technologies,Figure 37-4: Landscape matrix of privacy-enhancing technologies,docs/images/part11/图37_4_隐私增强技术全景矩阵图.svg,yes,1400x900,svg,Landscape matrix of privacy-enhancing technologies.,"Review against the figure and surrounding text in Chapter 37: Federated Learning and Privacy-Preserving Technologies; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图37-4：隐私增强技术全景矩阵图,图37-4：隐私增强技术全景矩阵图
ALT-0108,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,131,37-5,Figure 37-5: Basic federated-learning training loop,Figure 37-5: Basic federated-learning training loop,docs/images/part11/图37_5_联邦学习基本训练闭环.svg,yes,1400x840,svg,Basic federated-learning training loop.,,no,Draft,,,图37-5：联邦学习基本训练闭环,图37-5：联邦学习基本训练闭环
ALT-0109,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,168,37-6,Figure 37-6: DP-SGD training flow,Figure 37-6: DP-SGD training flow,docs/images/part11/图37_6_DPSGD训练流程示意图.svg,yes,1400x820,svg,DP-SGD training flow. The common training approach is DP-SGD.,,no,Draft,,,图37-6：DP-SGD 训练流程示意图,图37-6：DP-SGD 训练流程示意图
ALT-0110,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,237,37-7,Figure 37-7: Communication cost breakdown in federated training,Figure 37-7: Communication cost breakdown in federated training,docs/images/part11/图37_7_联邦训练中的通信成本分解图.svg,yes,1400x840,svg,Communication cost breakdown in federated training.,,no,Draft,,,图37-7：联邦训练中的通信成本分解图,图37-7：联邦训练中的通信成本分解图
ALT-0111,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,268,37-8,Figure 37-8: Horizontal FL versus vertical FL,Figure 37-8: Horizontal FL versus vertical FL,docs/images/part11/图37_8_横向联邦与纵向联邦对比示意图.svg,yes,1400x840,svg,Horizontal FL versus vertical FL.,,no,Draft,,,图37-8：横向联邦与纵向联邦对比示意图,图37-8：横向联邦与纵向联邦对比示意图
ALT-0112,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,307,37-9,Figure 37-9: Gradient inversion attack,Figure 37-9: Gradient inversion attack,docs/images/part11/图37_9_梯度反演攻击示意图.svg,yes,1400x820,svg,Gradient inversion attack.,,no,Draft,,,图37-9：梯度反演攻击示意图,图37-9：梯度反演攻击示意图
ALT-0113,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,342,37-10,Figure 37-10: Overall federated system architecture,Figure 37-10: Overall federated system architecture,docs/images/part11/图37_10_联邦系统整体架构图.svg,yes,1400x860,svg,Overall federated system architecture.,"Review against the figure and surrounding text in Chapter 37: Federated Learning and Privacy-Preserving Technologies; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图37-10：联邦系统整体架构图,图37-10：联邦系统整体架构图
ALT-0114,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,383,37-11,"Figure 37-11: Closed loop across compliance governance, privacy pipeline, federated training, and application capability","Figure 37-11: Closed loop across compliance governance, privacy pipeline, federated training, and application capability",docs/images/part11/图37_11_合规治理隐私流水线联邦训练与应用能力闭环图.svg,yes,1400x860,svg,"Closed loop across compliance governance, privacy pipeline, federated training, and application capability.","Review against the figure and surrounding text in Chapter 37: Federated Learning and Privacy-Preserving Technologies; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图37-11：合规治理、隐私流水线、联邦训练与应用能力闭环图,图37-11：合规治理、隐私流水线、联邦训练与应用能力闭环图
ALT-0115,en,Part 11: Privacy Compliance and Data Security,Ch37,Chapter 37: Federated Learning and Privacy-Preserving Technologies,docs/en/part11/ch37_federated_learning_and_privacy_preserving_technologies.md,408,37-12,Figure 37-12: Privacy technology routes in medical and financial scenarios,Figure 37-12: Privacy technology routes in medical and financial scenarios,docs/images/part11/图37_12_医疗与金融场景的隐私技术路线对比图.svg,yes,1400x860,svg,Privacy technology routes in medical and financial scenarios.,,no,Draft,,,图37-12：医疗与金融场景的隐私技术路线对比图,图37-12：医疗与金融场景的隐私技术路线对比图
ALT-0116,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch38,"Chapter 38: Text Corpus Data Engineering: Open Web, Filtering, Deduplication, and Transparent Ledgers",docs/en/part12/ch38_text_corpora_transparent_ledger.md,233,38-1,Figure 38-1 FineWeb MinHash deduplication and PII-processing flow. Source: original illustration based on Hugging Face DataTrove examples/fineweb.py and the FineWeb dataset card,Figure 38-1 FineWeb MinHash deduplication and PII-processing flow,docs/images/part12/ch41_01_fineweb_minhash_pii_flow_en.svg,yes,2048x1152,svg,FineWeb MinHash deduplication and PII-processing flow. Source: original illustration based on Hugging Face DataTrove examples/fineweb.py and the FineWeb dataset card.,,no,Draft,,,图38-1 FineWeb MinHash 去重和 PII 处理流程。Source: original illustration based on Hugging Face DataTrove examples/fineweb.py and FineWeb dataset card,图38-1 FineWeb MinHash 去重和 PII 处理流程
